wav,txt
fechas2/train/fechas2_000000.es.wav,por favor el siguiente jueves | next_day('thursday')
fechas2/train/fechas2_002995.es.wav,el jueves siguiente | next_day('thursday')
fechas2/train/fechas2_002996.es.wav,este martes siguiente gracias | next_day('tuesday')
fechas2/train/fechas2_002997.es.wav,el siguiente jueves | next_day('thursday')
fechas2/train/fechas2_002998.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_002999.es.wav,el próximo martes por favor | next_day('tuesday')
fechas2/train/fechas2_003000.es.wav,el miércoles gracias | next_day('wednesday')
fechas2/train/fechas2_003001.es.wav,el viernes que viene | next_day('friday')
fechas2/train/fechas2_003002.es.wav,por favor el próximo jueves | next_day('thursday')
fechas2/train/fechas2_003003.es.wav,este lunes por favor | next_day('monday')
fechas2/train/fechas2_003004.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_003005.es.wav,el próximo martes | next_day('tuesday')
fechas2/train/fechas2_003006.es.wav,el jueves | next_day('thursday')
fechas2/train/fechas2_003007.es.wav,este jueves | next_day('thursday')
fechas2/train/fechas2_003008.es.wav,el lunes que viene | next_day('monday')
fechas2/train/fechas2_003009.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_003010.es.wav,por favor en un par de días | relative_day(+2)
fechas2/train/fechas2_003011.es.wav,el martes siguiente por favor | next_day('tuesday')
fechas2/train/fechas2_003012.es.wav,el siguiente miércoles | next_day('wednesday')
fechas2/train/fechas2_003013.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_003014.es.wav,el lunes próximo | next_day('monday')
fechas2/train/fechas2_003015.es.wav,el miércoles | next_day('wednesday')
fechas2/train/fechas2_003016.es.wav,este viernes siguiente | next_day('friday')
fechas2/train/fechas2_003017.es.wav,por favor este miércoles próximo | next_day('wednesday')
fechas2/train/fechas2_003018.es.wav,este lunes | next_day('monday')
fechas2/train/fechas2_003019.es.wav,en tres días por favor | relative_day(+3)
fechas2/train/fechas2_003020.es.wav,el próximo viernes | next_day('friday')
fechas2/train/fechas2_003021.es.wav,este martes siguiente por favor | next_day('tuesday')
fechas2/train/fechas2_003022.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_003023.es.wav,en un par de días por favor | relative_day(+2)
fechas2/train/fechas2_003024.es.wav,este miércoles siguiente por favor | next_day('wednesday')
fechas2/train/fechas2_003025.es.wav,este martes gracias | next_day('tuesday')
fechas2/train/fechas2_003026.es.wav,este jueves próximo | next_day('thursday')
fechas2/train/fechas2_003027.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_003028.es.wav,el lunes | next_day('monday')
fechas2/train/fechas2_003029.es.wav,el miércoles | next_day('wednesday')
fechas2/train/fechas2_003030.es.wav,este viernes próximo | next_day('friday')
fechas2/train/fechas2_003031.es.wav,en un par de días gracias | relative_day(+2)
fechas2/train/fechas2_003032.es.wav,el jueves siguiente | next_day('thursday')
fechas2/train/fechas2_003033.es.wav,el próximo viernes | next_day('friday')
fechas2/train/fechas2_003034.es.wav,el martes | next_day('tuesday')
fechas2/train/fechas2_003035.es.wav,el próximo martes | next_day('tuesday')
fechas2/train/fechas2_003036.es.wav,este viernes siguiente | next_day('friday')
fechas2/train/fechas2_003037.es.wav,el siguiente jueves gracias | next_day('thursday')
fechas2/train/fechas2_003038.es.wav,el miércoles siguiente por favor | next_day('wednesday')
fechas2/train/fechas2_003039.es.wav,el siguiente miércoles | next_day('wednesday')
fechas2/train/fechas2_003040.es.wav,por favor el miércoles que viene | next_day('wednesday')
fechas2/train/fechas2_003041.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_003042.es.wav,este lunes | next_day('monday')
fechas2/train/fechas2_003043.es.wav,el próximo miércoles | next_day('wednesday')
fechas2/train/fechas2_003044.es.wav,el próximo miércoles | next_day('wednesday')
fechas2/train/fechas2_003045.es.wav,este viernes próximo gracias | next_day('friday')
fechas2/train/fechas2_003046.es.wav,este jueves siguiente | next_day('thursday')
fechas2/train/fechas2_003047.es.wav,pasado mañana por favor | relative_day(+2)
fechas2/train/fechas2_003048.es.wav,el viernes siguiente | next_day('friday')
fechas2/train/fechas2_003049.es.wav,pasado mañana | relative_day(+2)
fechas2/train/fechas2_003050.es.wav,este jueves que viene por favor | next_day('thursday')
fechas2/train/fechas2_003051.es.wav,este viernes por favor | next_day('friday')
fechas2/train/fechas2_003052.es.wav,este viernes siguiente por favor | next_day('friday')
fechas2/train/fechas2_003053.es.wav,el miércoles próximo | next_day('wednesday')
fechas2/train/fechas2_003054.es.wav,este lunes gracias | next_day('monday')
fechas2/train/fechas2_003055.es.wav,el siguiente martes | next_day('tuesday')
fechas2/train/fechas2_003056.es.wav,este lunes que viene | next_day('monday')
fechas2/train/fechas2_003057.es.wav,el miércoles que viene por favor | next_day('wednesday')
fechas2/train/fechas2_003058.es.wav,este martes gracias | next_day('tuesday')
fechas2/train/fechas2_003059.es.wav,el miércoles | next_day('wednesday')
fechas2/train/fechas2_003060.es.wav,el viernes que viene | next_day('friday')
fechas2/train/fechas2_003061.es.wav,el lunes | next_day('monday')
fechas2/train/fechas2_003062.es.wav,mañana | relative_day(+1)
fechas2/train/fechas2_003063.es.wav,pasado mañana gracias | relative_day(+2)
fechas2/train/fechas2_003064.es.wav,este martes por favor | next_day('tuesday')
fechas2/train/fechas2_003065.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_003066.es.wav,este viernes siguiente gracias | next_day('friday')
fechas2/train/fechas2_003067.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_003068.es.wav,por favor el siguiente lunes | next_day('monday')
fechas2/train/fechas2_003069.es.wav,en un par de días por favor | relative_day(+2)
fechas2/train/fechas2_003070.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_003071.es.wav,este miércoles siguiente | next_day('wednesday')
fechas2/train/fechas2_003072.es.wav,mañana gracias | relative_day(+1)
fechas2/train/fechas2_003073.es.wav,el próximo jueves | next_day('thursday')
fechas2/train/fechas2_003074.es.wav,el jueves que viene | next_day('thursday')
fechas2/train/fechas2_003075.es.wav,el martes | next_day('tuesday')
fechas2/train/fechas2_003076.es.wav,este viernes que viene | next_day('friday')
fechas2/train/fechas2_003077.es.wav,el lunes próximo por favor | next_day('monday')
fechas2/train/fechas2_003078.es.wav,el jueves | next_day('thursday')
fechas2/train/fechas2_003079.es.wav,por favor el siguiente miércoles | next_day('wednesday')
fechas2/train/fechas2_003080.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_003081.es.wav,este lunes gracias | next_day('monday')
fechas2/train/fechas2_003082.es.wav,el siguiente jueves | next_day('thursday')
fechas2/train/fechas2_003083.es.wav,por favor el viernes que viene | next_day('friday')
fechas2/train/fechas2_003084.es.wav,el lunes siguiente | next_day('monday')
fechas2/train/fechas2_003085.es.wav,el martes próximo | next_day('tuesday')
fechas2/train/fechas2_003086.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_003087.es.wav,el miércoles que viene | next_day('wednesday')
fechas2/train/fechas2_003088.es.wav,el miércoles próximo gracias | next_day('wednesday')
fechas2/train/fechas2_003089.es.wav,por favor el jueves | next_day('thursday')
fechas2/train/fechas2_003090.es.wav,el miércoles próximo | next_day('wednesday')
fechas2/train/fechas2_003091.es.wav,el martes | next_day('tuesday')
fechas2/train/fechas2_003092.es.wav,por favor en un par de días | relative_day(+2)
fechas2/train/fechas2_003093.es.wav,el próximo martes | next_day('tuesday')
fechas2/train/fechas2_003094.es.wav,el siguiente martes gracias | next_day('tuesday')
fechas2/train/fechas2_003095.es.wav,el siguiente viernes | next_day('friday')
fechas2/train/fechas2_003096.es.wav,este martes | next_day('tuesday')
fechas2/train/fechas2_003097.es.wav,por favor el viernes siguiente | next_day('friday')
fechas2/train/fechas2_003098.es.wav,este lunes | next_day('monday')
fechas2/train/fechas2_003099.es.wav,este martes | next_day('tuesday')
fechas2/train/fechas2_003100.es.wav,pasado mañana | relative_day(+2)
fechas2/train/fechas2_003101.es.wav,el miércoles gracias | next_day('wednesday')
fechas2/train/fechas2_003102.es.wav,por favor el miércoles | next_day('wednesday')
fechas2/train/fechas2_003103.es.wav,el próximo miércoles gracias | next_day('wednesday')
fechas2/train/fechas2_003104.es.wav,en tres días por favor | relative_day(+3)
fechas2/train/fechas2_003105.es.wav,el siguiente viernes por favor | next_day('friday')
fechas2/train/fechas2_003106.es.wav,el siguiente martes | next_day('tuesday')
fechas2/train/fechas2_003107.es.wav,el martes | next_day('tuesday')
fechas2/train/fechas2_003108.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_003109.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_003110.es.wav,este miércoles | next_day('wednesday')
fechas2/train/fechas2_003111.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_003112.es.wav,el jueves siguiente por favor | next_day('thursday')
fechas2/train/fechas2_003113.es.wav,en un par de días por favor | relative_day(+2)
fechas2/train/fechas2_003114.es.wav,este martes | next_day('tuesday')
fechas2/train/fechas2_003115.es.wav,este jueves próximo por favor | next_day('thursday')
fechas2/train/fechas2_003116.es.wav,el lunes próximo gracias | next_day('monday')
fechas2/train/fechas2_003117.es.wav,el martes | next_day('tuesday')
fechas2/train/fechas2_003118.es.wav,pasado mañana | relative_day(+2)
fechas2/train/fechas2_003119.es.wav,este viernes siguiente gracias | next_day('friday')
fechas2/train/fechas2_003120.es.wav,por favor el jueves que viene | next_day('thursday')
fechas2/train/fechas2_003121.es.wav,por favor en tres días | relative_day(+3)
fechas2/train/fechas2_003122.es.wav,por favor este martes que viene | next_day('tuesday')
fechas2/train/fechas2_003123.es.wav,en un par de días por favor | relative_day(+2)
fechas2/train/fechas2_003124.es.wav,el jueves por favor | next_day('thursday')
fechas2/train/fechas2_003125.es.wav,este jueves siguiente | next_day('thursday')
fechas2/train/fechas2_003126.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_003127.es.wav,por favor en un par de días | relative_day(+2)
fechas2/train/fechas2_003128.es.wav,pasado mañana | relative_day(+2)
fechas2/train/fechas2_003129.es.wav,por favor este jueves próximo | next_day('thursday')
fechas2/train/fechas2_003130.es.wav,en tres días por favor | relative_day(+3)
fechas2/train/fechas2_003131.es.wav,el siguiente miércoles | next_day('wednesday')
fechas2/train/fechas2_003132.es.wav,el jueves que viene | next_day('thursday')
fechas2/train/fechas2_003133.es.wav,el jueves próximo | next_day('thursday')
fechas2/train/fechas2_003134.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_003135.es.wav,este martes que viene | next_day('tuesday')
fechas2/train/fechas2_003136.es.wav,el próximo martes gracias | next_day('tuesday')
fechas2/train/fechas2_003137.es.wav,por favor en tres días | relative_day(+3)
fechas2/train/fechas2_003138.es.wav,este jueves | next_day('thursday')
fechas2/train/fechas2_003139.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_003140.es.wav,este miércoles que viene por favor | next_day('wednesday')
fechas2/train/fechas2_003141.es.wav,este jueves gracias | next_day('thursday')
fechas2/train/fechas2_003142.es.wav,este martes | next_day('tuesday')
fechas2/train/fechas2_003143.es.wav,el próximo miércoles | next_day('wednesday')
fechas2/train/fechas2_003144.es.wav,el siguiente jueves | next_day('thursday')
fechas2/train/fechas2_003145.es.wav,este miércoles gracias | next_day('wednesday')
fechas2/train/fechas2_003146.es.wav,el martes | next_day('tuesday')
fechas2/train/fechas2_003147.es.wav,este martes | next_day('tuesday')
fechas2/train/fechas2_003148.es.wav,este viernes que viene | next_day('friday')
fechas2/train/fechas2_003149.es.wav,el miércoles por favor | next_day('wednesday')
fechas2/train/fechas2_003150.es.wav,mañana | relative_day(+1)
fechas2/train/fechas2_003151.es.wav,este lunes | next_day('monday')
fechas2/train/fechas2_003152.es.wav,el próximo viernes por favor | next_day('friday')
fechas2/train/fechas2_003153.es.wav,por favor el viernes siguiente | next_day('friday')
fechas2/train/fechas2_003154.es.wav,el martes | next_day('tuesday')
fechas2/train/fechas2_003155.es.wav,en un par de días por favor | relative_day(+2)
fechas2/train/fechas2_003156.es.wav,el próximo martes | next_day('tuesday')
fechas2/train/fechas2_003157.es.wav,en un par de días por favor | relative_day(+2)
fechas2/train/fechas2_003158.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_003159.es.wav,el miércoles | next_day('wednesday')
fechas2/train/fechas2_003160.es.wav,el viernes siguiente por favor | next_day('friday')
fechas2/train/fechas2_003161.es.wav,por favor en un par de días | relative_day(+2)
fechas2/train/fechas2_003162.es.wav,este martes | next_day('tuesday')
fechas2/train/fechas2_003163.es.wav,en tres días | relative_day(+3)
fechas2/train/fechas2_003164.es.wav,en un par de días gracias | relative_day(+2)
fechas2/train/fechas2_003165.es.wav,el siguiente miércoles gracias | next_day('wednesday')
fechas2/train/fechas2_003166.es.wav,el martes por favor | next_day('tuesday')
fechas2/train/fechas2_003167.es.wav,por favor en tres días | relative_day(+3)
fechas2/train/fechas2_003168.es.wav,por favor en tres días | relative_day(+3)
fechas2/train/fechas2_003169.es.wav,el siguiente martes | next_day('tuesday')
fechas2/train/fechas2_003170.es.wav,por favor el próximo viernes | next_day('friday')
fechas2/train/fechas2_003171.es.wav,el miércoles | next_day('wednesday')
fechas2/train/fechas2_003172.es.wav,pasado mañana | relative_day(+2)
fechas2/train/fechas2_003173.es.wav,este viernes | next_day('friday')
fechas2/train/fechas2_003174.es.wav,el viernes que viene | next_day('friday')
fechas2/train/fechas2_003175.es.wav,pasado mañana gracias | relative_day(+2)
fechas2/train/fechas2_003176.es.wav,el próximo martes | next_day('tuesday')
fechas2/train/fechas2_003177.es.wav,el siguiente viernes | next_day('friday')
fechas2/train/fechas2_003178.es.wav,por favor mañana | relative_day(+1)
fechas2/train/fechas2_003179.es.wav,el próximo jueves | next_day('thursday')
fechas2/train/fechas2_003180.es.wav,el próximo jueves | next_day('thursday')
fechas2/train/fechas2_003181.es.wav,en tres días por favor | relative_day(+3)
fechas2/train/fechas2_003182.es.wav,por favor en un par de días | relative_day(+2)
fechas2/train/fechas2_003183.es.wav,el miércoles que viene por favor | next_day('wednesday')
fechas2/train/fechas2_003184.es.wav,este martes siguiente gracias | next_day('tuesday')
fechas2/train/fechas2_003185.es.wav,el siguiente lunes | next_day('monday')
fechas2/train/fechas2_003186.es.wav,el lunes gracias | next_day('monday')
fechas2/train/fechas2_003187.es.wav,el próximo martes | next_day('tuesday')
fechas2/train/fechas2_003188.es.wav,el jueves próximo por favor | next_day('thursday')
fechas2/train/fechas2_003189.es.wav,en un par de días | relative_day(+2)
fechas2/train/fechas2_003190.es.wav,mañana por favor | relative_day(+1)
fechas2/train/fechas2_003191.es.wav,el lunes por favor | next_day('monday')
fechas2/train/fechas2_003192.es.wav,el próximo lunes | next_day('monday')
